Actual Arrival Time,Flight Id,Destination,Pax,Origin
2024-03-09 20:05:00,ROU1659,165,238,Security
2024-03-09 20:08:00,UAL3504,162,85,Security
2024-03-09 20:11:00,ACA0990,181,150,Security
2024-03-09 20:53:00,EVA0036,179,427,Security
2024-03-09 20:56:00,ACA0935,172,511,Security
2024-03-09 21:02:00,JZA0997,160,40,Security
2024-03-09 21:13:00,ACA0859,175,529,Security
2024-03-09 21:23:00,UAL3434,162,83,Security
2024-03-09 21:30:00,ACA0967,169,377,Security
2024-03-09 21:31:00,ACA0946,165,218,Security
2024-03-09 21:36:00,ACA0951,166,217,Security
2024-03-09 21:38:00,AVA0204,181,221,Security
2024-03-09 21:38:00,ROU1833,168,241,Security
2024-03-09 21:58:00,ROU1872,167,220,Security
2024-03-09 22:10:00,ACA1203,174,250,Security
2024-03-09 22:24:00,ACA1327,163,210,Security
2024-03-09 22:34:00,ROU1865,176,258,Security
2024-03-09 22:42:00,ROU1879,166,176,Security
2024-03-09 23:33:00,UAL3525,162,87,Security
2024-03-10 00:02:00,UAL3505,164B,93,Security
2024-03-10 00:57:00,ACA0788,171,0,Security
2024-03-10 00:58:00,ROU1797,168,221,Security
2024-03-10 01:16:00,ACA0742,166,183,Security
2024-03-10 01:50:00,ROU1813,179,254,Security
2024-03-10 03:29:00,ACA1205,178,303,Security
2024-03-10 03:59:00,ACA1029,165,373,Security
2024-03-10 06:34:00,ACA0043,165,393,Security
2024-03-10 06:35:00,ACA0091,174,368,Security
2024-03-10 06:45:00,ACA1091,177,348,Security
2024-03-10 07:03:00,ACA0992,175,163,Security
2024-03-10 07:25:00,MSR0995,173,433,Security
2024-03-10 07:37:00,JZA0873,160,95,Security
2024-03-10 07:41:00,JZA0541,164B,34,Security
2024-03-10 07:50:00,UAL1164,166,136,Security
2024-03-10 07:59:00,ACA0794,161,348,Security
2024-03-10 08:01:00,ACA0057,176,512,Security
2024-03-10 08:27:00,ACA1280,165,298,Security
2024-03-10 08:37:00,JZA0983,162,44,Security
2024-03-10 09:00:00,AIC0187,171,442,Security
2024-03-10 09:20:00,ETH0552,178,442,Security
2024-03-10 09:39:00,JZA0716,160,53,Security
2024-03-10 10:21:00,ROU1621,165,261,Security
2024-03-10 10:35:00,UAL3522,164B,75,Security
2024-03-10 10:40:00,JZA0875,162,57,Security
2024-03-10 10:40:00,ROU1663,163,229,Security
2024-03-10 10:45:00,JZA0553,160,50,Security
2024-03-10 11:27:00,UAE0241,173,648,Security
2024-03-10 11:43:00,ACA0801,176,378,Security
2024-03-10 12:10:00,UAL3555,164B,101,Security
2024-03-10 12:28:00,ACA0530,165,308,Security
2024-03-10 12:59:00,JZA0987,164A,70,Security
2024-03-10 13:17:00,ACA0841,170,385,Security
2024-03-10 13:43:00,UAL3576,164B,89,Security
2024-03-10 13:53:00,UAL3400,166B,91,Security
2024-03-10 14:12:00,UAL4734,166A,83,Security
2024-03-10 14:21:00,ACA0887,161,324,Security
2024-03-10 14:44:00,UAL3523,160,87,Security
2024-03-10 14:47:00,ACA0811,174,389,Security
2024-03-10 15:00:00,LRC0626,172,212,Security
2024-03-10 15:01:00,ACA1087,169,392,Security
2024-03-10 15:07:00,JZA0695,164A,101,Security
2024-03-10 15:25:00,JZA0989,162,77,Security
2024-03-10 15:28:00,ACA1023,175,393,Security
2024-03-10 15:41:00,TAP0257,181,217,Security
2024-03-10 15:42:00,ACA0956,177,336,Security
2024-03-10 15:46:00,ROU1741,178,259,Security
2024-03-10 15:51:00,ACA0829,170,394,Security
2024-03-10 15:54:00,JZA0732,166B,24,Security
2024-03-10 16:03:00,ACA0809,180,333,Security
2024-03-10 16:07:00,ACA0855,176,397,Security
2024-03-10 16:10:00,JZA0991,160,99,Security
2024-03-10 16:14:00,ROU1811,179,259,Security
2024-03-10 16:16:00,ACA0873,165,389,Security
2024-03-10 16:20:00,ACA0837,171,529,Security
2024-03-10 16:44:00,DLH0470,173,373,Security
2024-03-10 16:49:00,ACA0853,174,389,Security
2024-03-10 16:59:00,UAL3556,166B,86,Security
2024-03-10 17:23:00,ACA0093,161,336,Security
2024-03-10 17:27:00,JZA0993,162,97,Security
2024-03-10 17:27:00,UAL5453,164B,97,Security
2024-03-10 17:41:00,UAL3557,160,91,Security
2024-03-10 17:55:00,ACA0969,178,179,Security
2024-03-10 17:58:00,ACA0881,172,524,Security
2024-03-10 18:07:00,ACA0095,177,369,Security
2024-03-10 18:17:00,ACA0010,171,581,Security
2024-03-10 18:57:00,ACA0990,168,189,Security
2024-03-10 18:58:00,ROU1831,167,169,Security
2024-03-10 19:10:00,ACA0935,178,392,Security
2024-03-10 19:15:00,JZA0748,164A,73,Security
2024-03-10 19:19:00,ACA0857,179,519,Security
2024-03-10 19:26:00,ROU1665,181,210,Security
2024-03-10 19:45:00,ACA0002,176,529,Security
2024-03-10 19:46:00,UAL5462,164B,87,Security
2024-03-10 19:49:00,JZA0555,160,89,Security
2024-03-10 19:59:00,ACA0931,171,531,Security
2024-03-10 20:01:00,ACA0983,173,393,Security
2024-03-10 20:04:00,JZA0722,166B,95,Security
2024-03-10 20:09:00,ACA0786,165,251,Security
2024-03-10 20:29:00,JZA0881,164A,94,Security
2024-03-10 20:34:00,THY0017,177,468,Security
2024-03-10 20:39:00,ACA0843,161,390,Security
2024-03-10 20:42:00,ACA0062,180,390,Security
2024-03-10 21:05:00,ROU1797,181,168,Security
2024-03-10 21:13:00,ACA1288,165,270,Security
2024-03-10 21:22:00,ROU1779,168,168,Security
2024-03-10 21:24:00,EVA0036,174,423,Security
2024-03-10 21:33:00,ACA0936,172,312,Security
2024-03-10 21:35:00,LOT0045,178,394,Security
2024-03-10 22:02:00,AVA0204,181,221,Security
2024-03-10 22:03:00,UAL3434,164A,90,Security
2024-03-10 22:14:00,ACA0967,175,382,Security
2024-03-10 22:21:00,ACA1327,168,204,Security
2024-03-10 22:22:00,ROU1879,170,159,Security
2024-03-10 22:30:00,JZA0995,162,98,Security
2024-03-10 22:39:00,ROU1827,174,237,Security
2024-03-10 22:48:00,JZA0981,164B,99,Security
2024-03-10 22:58:00,TAP0261,177,222,Security
2024-03-10 23:28:00,ACA0510,172,131,Security
2024-03-10 23:48:00,UAL3525,160,85,Security
2024-03-10 23:54:00,ACA0859,179,506,Security
2024-03-10 23:59:00,UAL3505,162,101,Security
2024-03-11 00:08:00,ACA0792,180,251,Security
2024-03-11 00:29:00,ACA1029,165,373,Security
2024-03-11 00:54:00,ACA1091,161,0,Security
2024-03-11 01:05:00,CMP0470,177,188,Security
2024-03-11 01:30:00,ACA0742,176,0,Security
2024-03-11 01:35:00,ACA1205,169,0,Security
2024-03-11 02:47:00,ROU1755,181,255,Security
2024-03-11 02:51:00,ACA1337,172,0,Security
2024-03-11 03:03:00,ROU1813,173,257,Security
2024-03-11 06:49:00,ACA0091,179,357,Security
2024-03-11 07:04:00,ACA0794,165,389,Security
2024-03-11 07:11:00,ACA0992,181,169,Security
2024-03-11 07:22:00,MSR0995,173,435,Security
2024-03-11 07:42:00,JZA0873,162,91,Security
2024-03-11 07:46:00,JZA0541,166B,60,Security
2024-03-11 08:00:00,ACA0043,174,389,Security
2024-03-11 08:14:00,ACA1286,168,189,Security
2024-03-11 08:16:00,ACA0057,171,527,Security
2024-03-11 08:34:00,AIC0187,176,434,Security
2024-03-11 08:40:00,UAL3553,160,85,Security
2024-03-11 09:04:00,ACA1280,165,278,Security
2024-03-11 09:07:00,JZA0983,162,53,Security
2024-03-11 09:50:00,UAE0241,173,644,Security
2024-03-11 10:50:00,JZA0553,166B,50,Security
2024-03-11 10:54:00,ACA0801,175,344,Security
2024-03-11 10:59:00,ROU1663,180,222,Security
2024-03-11 11:00:00,JZA0875,160,0,Security
2024-03-11 12:12:00,ACA0588,170,359,Security
2024-03-11 12:31:00,UAL3555,168,97,Security
2024-03-11 12:35:00,JZA0543,164A,46,Security
2024-03-11 12:45:00,JZA0837,164B,65,Security
2024-03-11 13:25:00,ACA0841,161,390,Security
2024-03-11 13:28:00,JZA0695,166A,98,Security
2024-03-11 13:46:00,UAL3576,160,89,Security
2024-03-11 13:47:00,JZA0987,164A,67,Security
2024-03-11 13:48:00,ACA1087,175,378,Security
2024-03-11 14:01:00,ACA0887,177,332,Security
2024-03-11 14:15:00,ACA1023,169,392,Security
2024-03-11 14:17:00,UAL4734,162,98,Security
2024-03-11 14:24:00,LRC0626,172,234,Security
2024-03-11 14:35:00,ACA1201,179,335,Security
2024-03-11 14:48:00,UAL3400,168,91,Security
2024-03-11 15:18:00,ACA0811,165,388,Security
2024-03-11 15:18:00,ACA0956,178,331,Security
2024-03-11 15:22:00,JZA0732,160,48,Security
2024-03-11 15:30:00,UAL3523,166A,83,Security
2024-03-11 15:40:00,ACA0873,173,373,Security
2024-03-11 15:46:00,ACA0809,170,310,Security
2024-03-11 15:46:00,ACA0855,171,389,Security
2024-03-11 15:52:00,ACA0837,174,525,Security
2024-03-11 15:58:00,ROU1811,180,247,Security
2024-03-11 16:07:00,ACA0825,176,393,Security
2024-03-11 16:12:00,JZA0991,164B,77,Security
2024-03-11 16:13:00,UAL5453,166B,97,Security
2024-03-11 16:51:00,ACA0891,177,519,Security
2024-03-11 16:54:00,ACA0504,181,161,Security
2024-03-11 16:57:00,ACA0853,169,320,Security
2024-03-11 16:57:00,ROU1665,178,222,Security
2024-03-11 17:03:00,DLH0470,175,377,Security
2024-03-11 17:14:00,ACA0881,171,525,Security
2024-03-11 17:15:00,ACA0931,172,517,Security
2024-03-11 17:40:00,UAL3557,166A,77,Security
2024-03-11 17:44:00,JZA0924,160,73,Security
2024-03-11 17:47:00,UAL3556,164A,78,Security
2024-03-11 18:05:00,JZA0993,164B,83,Security
2024-03-11 18:13:00,ACA1288,161,385,Security
2024-03-11 18:21:00,JZA0555,168,93,Security
2024-03-11 18:26:00,ACA0002,176,529,Security
2024-03-11 18:33:00,UAL5462,162,99,Security
2024-03-11 18:50:00,UAL3453,166B,86,Security
2024-03-11 18:52:00,ACA0983,180,377,Security
2024-03-11 19:01:00,ACA0857,178,502,Security
2024-03-11 19:10:00,ACA0935,165,388,Security
2024-03-11 19:13:00,THY0017,177,470,Security
2024-03-11 19:22:00,ACA0990,181,185,Security
2024-03-11 19:35:00,JZA0722,164A,60,Security
2024-03-11 19:42:00,ACA0062,179,390,Security
2024-03-11 19:50:00,ACA0936,168,204,Security
2024-03-11 19:51:00,UAL3504,166B,89,Security
2024-03-11 19:59:00,ACA0788,174,322,Security
2024-03-11 20:18:00,ACA0843,170,392,Security
2024-03-11 20:52:00,ROU1700,168,254,Security
2024-03-11 21:04:00,ACA0967,161,380,Security
2024-03-11 21:15:00,LOT0045,175,394,Security
2024-03-11 21:21:00,ROU1833,165,205,Security
2024-03-11 21:29:00,JZA0995,164B,95,Security
2024-03-11 21:33:00,ACA1339,166,154,Security
2024-03-11 21:38:00,JZA0997,160,98,Security
2024-03-11 21:41:00,EVA0036,176,416,Security
2024-03-11 21:55:00,UAL3434,162,86,Security
2024-03-11 22:06:00,ROU1627,167,234,Security
2024-03-11 22:10:00,AVA0204,181,217,Security
2024-03-11 22:17:00,ACA0859,171,483,Security
2024-03-11 22:18:00,TAP0261,177,213,Security
2024-03-11 23:33:00,ACA0792,178,249,Security
2024-03-11 23:36:00,UAL3525,164B,86,Security
2024-03-11 23:51:00,ACA7055,173,0,Security
2024-03-12 00:01:00,ROU1710,172,139,Security
2024-03-12 00:03:00,UAL3505,164A,99,Security
2024-03-12 00:10:00,ACA1029,170,343,Security
2024-03-12 00:22:00,ACA1205,161,296,Security
2024-03-12 00:26:00,ACA0742,180,135,Security
2024-03-12 00:27:00,ACA1091,165,320,Security
2024-03-12 01:07:00,CMP0470,181,212,Security
2024-03-12 01:40:00,ROU1813,175,240,Security
2024-03-12 06:55:00,ACA1280,174,320,Security
2024-03-12 06:56:00,MSR0995,173,431,Security
2024-03-12 07:01:00,ACA0746,168,172,Security
2024-03-12 07:05:00,ACA0992,177,195,Security
2024-03-12 07:06:00,ACA0794,165,337,Security
2024-03-12 07:24:00,ACA0043,161,396,Security
2024-03-12 07:26:00,ACA0057,171,528,Security
2024-03-12 07:54:00,JZA0541,162,53,Security
2024-03-12 08:10:00,JZA0929,160,17,Security
2024-03-12 08:17:00,AIC0187,178,447,Security
2024-03-12 08:28:00,ACA0091,165,368,Security
2024-03-12 08:40:00,JZA0983,164A,26,Security
2024-03-12 08:45:00,ETH0552,177,457,Security
2024-03-12 09:20:00,JZA0716,160,29,Security
2024-03-12 09:40:00,UAE0241,173,650,Security
2024-03-12 10:35:00,ACA0801,170,360,Security
2024-03-12 10:40:00,JZA0553,162,54,Security
2024-03-12 10:51:00,JZA0875,164B,89,Security
2024-03-12 10:55:00,JZA0873,164A,78,Security
2024-03-12 11:20:00,ACA1199,161,165,Security
2024-03-12 11:28:00,JZA0543,166A,70,Security
2024-03-12 11:42:00,UAL3555,166B,97,Security
2024-03-12 12:52:00,JZA0987,160,83,Security
2024-03-12 13:18:00,JZA0695,166B,101,Security
2024-03-12 13:31:00,ACA0841,161,372,Security
2024-03-12 13:41:00,ACA1087,170,365,Security
2024-03-12 13:42:00,UAL3400,162,91,Security
2024-03-12 13:51:00,JZA0989,168,93,Security
2024-03-12 14:02:00,ACA1023,169,376,Security
2024-03-12 14:06:00,UAL4734,164B,90,Security
2024-03-12 14:34:00,ACA0809,178,328,Security
2024-03-12 14:47:00,LRC0626,181,209,Security
2024-03-12 14:51:00,ACA1201,165,357,Security
2024-03-12 14:54:00,ACA0956,171,331,Security
2024-03-12 14:57:00,UAL3523,166B,94,Security
2024-03-12 15:00:00,ACA1358,177,66,Security
2024-03-12 15:02:00,TAP0257,180,216,Security
2024-03-12 15:20:00,JZA0732,164A,58,Security
2024-03-12 15:23:00,ROU1811,179,249,Security
2024-03-12 15:29:00,ACA0855,176,380,Security
2024-03-12 15:37:00,JZA0991,162,89,Security
2024-03-12 15:39:00,ACA0837,174,508,Security
2024-03-12 15:43:00,ACA0829,173,373,Security
2024-03-12 15:52:00,ACA0873,161,368,Security
2024-03-12 16:09:00,ROU2002,175,188,Security
2024-03-12 16:17:00,ACA0891,178,500,Security
2024-03-12 16:29:00,UAL5453,164B,98,Security
2024-03-12 16:41:00,ACA0853,170,380,Security
2024-03-12 16:53:00,UAL3556,166B,86,Security
2024-03-12 17:08:00,JZA0993,160,95,Security
2024-03-12 17:20:00,ACA0881,177,531,Security
2024-03-12 17:37:00,UAL3557,164A,86,Security
2024-03-12 17:44:00,ACA0093,165,303,Security
2024-03-12 17:58:00,JZA0924,166B,62,Security
2024-03-12 18:03:00,JZA0545,168,94,Security
2024-03-12 18:12:00,JZA0881,166A,99,Security
2024-03-12 18:22:00,ACA0983,171,386,Security
2024-03-12 18:28:00,ACA0002,172,519,Security
2024-03-12 18:31:00,UAL3453,162,90,Security
2024-03-12 18:35:00,ACA0857,179,426,Security
2024-03-12 18:41:00,ACA0935,169,368,Security
2024-03-12 18:52:00,JZA0722,164B,53,Security
2024-03-12 19:04:00,ACA0062,161,388,Security
2024-03-12 19:07:00,ACA1323,181,196,Security
2024-03-12 19:10:00,ACA0788,180,327,Security
2024-03-12 19:30:00,ACA0931,175,494,Security
2024-03-12 19:37:00,UAL3504,164A,86,Security
2024-03-12 19:38:00,THY0017,178,463,Security
2024-03-12 19:49:00,ACA0965,165,187,Security
2024-03-12 20:15:00,ACA0843,173,353,Security
2024-03-12 20:18:00,JZA0995,162,101,Security
2024-03-12 20:42:00,ACA0967,179,380,Security
2024-03-12 20:46:00,ROU1700,168,246,Security
2024-03-12 20:49:00,ACA1288,174,381,Security
2024-03-12 20:52:00,ROU1879,161,136,Security
2024-03-12 21:14:00,JZA0997,160,95,Security
2024-03-12 21:25:00,ROU1771,163,257,Security
2024-03-12 21:25:00,ROU1872,166,222,Security
2024-03-12 21:45:00,ACA1339,165,159,Security
2024-03-12 21:47:00,UAL3434,162,91,Security
2024-03-12 21:50:00,ACA0859,171,504,Security
2024-03-12 21:59:00,EVA0036,176,416,Security
2024-03-12 22:13:00,AVA0204,181,228,Security
2024-03-12 23:08:00,ACA0792,174,243,Security
2024-03-12 23:29:00,UAL3525,160,90,Security
2024-03-12 23:48:00,UAL3505,164B,93,Security
2024-03-13 00:04:00,ACA1205,172,319,Security
2024-03-13 00:09:00,ACA1029,161,331,Security
2024-03-13 00:14:00,ACA1091,169,319,Security
2024-03-13 00:57:00,CMP0470,181,201,Security
2024-03-13 01:27:00,ROU1813,177,234,Security
2024-03-13 01:45:00,LOT0045,171,343,Security
2024-03-13 05:41:00,ACA0091,169,326,Security
2024-03-13 06:55:00,ACA0794,173,364,Security
2024-03-13 06:56:00,JZA0770,164A,17,Security
2024-03-13 07:01:00,MSR0995,171,445,Security
2024-03-13 07:06:00,ACA0992,172,155,Security
2024-03-13 07:40:00,ACA1280,169,353,Security
2024-03-13 07:53:00,ACA0057,176,525,Security
2024-03-13 08:33:00,UAL3553,160,89,Security
2024-03-13 08:43:00,AIC0187,171,439,Security
2024-03-13 09:14:00,JZA0716,164A,33,Security
2024-03-13 09:23:00,ACA0043,161,397,Security
2024-03-13 09:29:00,UAL3522,166B,87,Security
2024-03-13 10:02:00,UAL5450,162,99,Security
2024-03-13 10:04:00,UAE0241,173,639,Security
2024-03-13 10:28:00,JZA0875,160,99,Security
2024-03-13 10:41:00,ACA0801,174,380,Security
2024-03-13 11:12:00,JZA0948,166B,95,Security
2024-03-13 11:27:00,UAL3555,162,95,Security
2024-03-13 11:30:00,JZA0543,166A,94,Security
2024-03-13 12:45:00,JZA0617,160,78,Security
2024-03-13 12:52:00,JZA0987,162,99,Security
2024-03-13 13:30:00,UAL3400,164A,95,Security
2024-03-13 13:31:00,ACA0841,180,364,Security
2024-03-13 13:35:00,ACA1087,165,392,Security
2024-03-13 13:40:00,JZA0695,166B,99,Security
2024-03-13 13:55:00,ROU1795,176,217,Security
2024-03-13 14:06:00,ACA1023,161,375,Security
2024-03-13 14:10:00,ACA0811,175,386,Security
2024-03-13 14:28:00,UAL3523,162,83,Security
2024-03-13 14:42:00,ACA1201,171,331,Security
2024-03-13 14:43:00,LRC0626,177,218,Security
2024-03-13 14:45:00,ACA0809,169,330,Security
2024-03-13 14:53:00,UAL4734,160,98,Security
2024-03-13 15:04:00,ACA0956,170,330,Security
2024-03-13 15:21:00,JZA0732,164B,67,Security
2024-03-13 15:22:00,ROU1765,181,233,Security
2024-03-13 15:24:00,ROU1811,172,259,Security
2024-03-13 15:28:00,JZA0991,164A,98,Security
2024-03-13 15:34:00,ACA0095,173,384,Security
2024-03-13 15:37:00,ACA0837,178,372,Security
2024-03-13 15:39:00,ACA0829,174,345,Security
2024-03-13 15:49:00,ACA0855,179,384,Security
2024-03-13 16:19:00,UAL5453,162,95,Security
2024-03-13 16:21:00,ACA0596,175,143,Security
2024-03-13 16:24:00,ACA0853,180,380,Security
2024-03-13 16:25:00,UAL3556,160,90,Security
2024-03-13 16:36:00,ACA0873,169,343,Security
2024-03-13 17:02:00,DLH0470,177,371,Security
2024-03-13 17:06:00,ACA1323,181,189,Security
2024-03-13 17:15:00,ACA0504,166,175,Security
2024-03-13 17:25:00,JZA0555,164B,97,Security
2024-03-13 17:26:00,ACA0093,171,337,Security
2024-03-13 17:54:00,JZA0924,168,67,Security
2024-03-13 17:59:00,JZA0881,164A,98,Security
2024-03-13 18:01:00,JZA0545,160,101,Security
2024-03-13 18:03:00,ACA0002,169,529,Security
2024-03-13 18:12:00,ACA0935,178,377,Security
2024-03-13 18:19:00,ACA1288,165,388,Security
2024-03-13 18:34:00,UAL5462,162,101,Security
2024-03-13 18:50:00,ACA0062,172,390,Security
2024-03-13 19:03:00,ROU1761,166,179,Security
2024-03-13 19:04:00,ACA0881,175,498,Security
2024-03-13 19:10:00,ROU1627,181,254,Security
2024-03-13 19:26:00,ACA0857,179,521,Security
2024-03-13 19:27:00,ACA0990,168,181,Security
2024-03-13 19:30:00,UAL3504,164B,82,Security
2024-03-13 19:36:00,THY0017,174,471,Security
2024-03-13 19:38:00,ACA0788,170,337,Security
2024-03-13 19:42:00,ACA0965,161,183,Security
2024-03-13 20:02:00,ACA0936,163,221,Security
2024-03-13 20:26:00,ACA0843,177,389,Security
2024-03-13 20:37:00,ACA0931,173,498,Security
2024-03-13 20:54:00,ROU1700,181,259,Security
2024-03-13 21:08:00,ACA0967,165,375,Security
2024-03-13 21:11:00,ACA0010,161,578,Security
2024-03-13 21:13:00,JZA0997,160,101,Security
2024-03-13 21:21:00,ROU1879,166,147,Security
2024-03-13 21:24:00,LOT0045,169,393,Security
2024-03-13 21:32:00,UAL3434,162,90,Security
2024-03-13 21:35:00,ACA0859,178,494,Security
2024-03-13 21:44:00,EVA0036,175,419,Security
2024-03-13 21:49:00,TAP0261,168,222,Security
2024-03-13 23:17:00,ACA0792,177,257,Security
2024-03-13 23:24:00,UAL3525,164A,93,Security
2024-03-13 23:34:00,AVA0204,176,209,Security
2024-03-13 23:39:00,ROU1661,178,233,Security
2024-03-13 23:50:00,ROU1669,179,229,Security
2024-03-13 23:53:00,UAL3505,162,95,Security
2024-03-14 00:01:00,ACA1205,170,311,Security
2024-03-14 00:12:00,ACA1029,161,340,Security
2024-03-14 00:19:00,ACA0983,169,348,Security
2024-03-14 00:33:00,ACA0742,180,221,Security
2024-03-14 00:37:00,ACA1091,165,364,Security
2024-03-14 01:11:00,ROU1710,166,0,Security
2024-03-14 01:15:00,ROU1755,173,254,Security
2024-03-14 01:16:00,ACA2030,174,224,Security
2024-03-14 01:25:00,ROU1813,168,243,Security
2024-03-14 06:44:00,ACA1280,171,384,Security
2024-03-14 06:49:00,ACA0794,179,386,Security
2024-03-14 06:59:00,MSR0995,173,458,Security
2024-03-14 07:00:00,ACA0992,176,205,Security
2024-03-14 07:05:00,ACA0043,175,389,Security
2024-03-14 07:29:00,JZA0873,162,98,Security
2024-03-14 07:56:00,JZA0541,163,93,Security
2024-03-14 08:37:00,AIC0187,171,449,Security
2024-03-14 08:45:00,ETH0552,176,461,Security
2024-03-14 08:49:00,ACA0057,179,524,Security
2024-03-14 08:52:00,JZA0983,162,94,Security
2024-03-14 09:23:00,JZA0716,166B,89,Security
2024-03-14 09:45:00,UAL3522,160,91,Security
2024-03-14 10:05:00,UAE0241,173,647,Security
2024-03-14 10:25:00,ROU1621,163,245,Security
2024-03-14 10:58:00,JZA0553,166A,99,Security
2024-03-14 11:03:00,JZA0875,164B,98,Security
2024-03-14 11:05:00,ACA0801,174,384,Security
2024-03-14 11:14:00,ACA0592,161,114,Security
2024-03-14 11:28:00,UAL3555,160,95,Security
2024-03-14 11:33:00,JZA0543,162,98,Security
2024-03-14 12:15:00,JZA0894,164B,83,Security
2024-03-14 12:20:00,JZA0877,164A,94,Security
2024-03-14 12:47:00,JZA0987,168,95,Security
2024-03-14 13:04:00,JZA0695,166A,97,Security
2024-03-14 13:14:00,ACA0841,171,363,Security
2024-03-14 13:32:00,UAL3400,160,89,Security
2024-03-14 13:38:00,ACA1087,161,393,Security
2024-03-14 13:43:00,UAL3576,164B,89,Security
2024-03-14 13:59:00,ROU1795,170,206,Security
2024-03-14 14:05:00,ACA1023,176,393,Security
2024-03-14 14:08:00,ACA2342,178,0,Security
2024-03-14 14:08:00,JZA0989,168,101,Security
2024-03-14 14:26:00,ACA0956,175,324,Security
2024-03-14 14:35:00,LRC0626,179,228,Security
2024-03-14 14:45:00,ACA1201,174,336,Security
2024-03-14 14:51:00,ACA0887,165,335,Security
2024-03-14 14:56:00,ROU1741,180,259,Security
2024-03-14 15:05:00,UAL4734,162,99,Security
2024-03-14 15:08:00,ACA0809,173,333,Security
2024-03-14 15:10:00,ROU1811,172,258,Security
2024-03-14 15:19:00,ACA1358,181,143,Security
2024-03-14 15:25:00,JZA0732,164B,97,Security
2024-03-14 15:26:00,JZA0991,160,101,Security
2024-03-14 15:33:00,ACA0873,169,373,Security
2024-03-14 15:35:00,ACA0837,171,484,Security
2024-03-14 15:44:00,ACA0855,177,382,Security
2024-03-14 15:50:00,ACA0825,178,385,Security
2024-03-14 16:25:00,TAP0257,176,224,Security
2024-03-14 16:30:00,UAL5453,162,95,Security
2024-03-14 16:37:00,ACA0853,161,372,Security
2024-03-14 17:03:00,JZA0993,160,101,Security
2024-03-14 17:12:00,DLH0470,173,392,Security
2024-03-14 17:17:00,ACA1323,168,181,Security
2024-03-14 17:24:00,ACA0881,172,521,Security
2024-03-14 17:29:00,JZA0555,164A,94,Security
2024-03-14 17:29:00,UAL3557,164B,77,Security
2024-03-14 17:39:00,ACA0093,177,352,Security
2024-03-14 17:54:00,ACA0002,179,529,Security
2024-03-14 18:08:00,JZA0881,162,101,Security
2024-03-14 18:12:00,ACA0983,174,393,Security
2024-03-14 18:13:00,ACA1288,165,394,Security
2024-03-14 18:16:00,ROU1775,168,177,Security
2024-03-14 18:20:00,JZA0545,166B,101,Security
2024-03-14 18:30:00,UAL5462,160,101,Security
2024-03-14 18:41:00,ACA0935,169,380,Security
2024-03-14 18:47:00,UAL3453,164B,79,Security
2024-03-14 18:54:00,ACA0990,181,165,Security
2024-03-14 19:00:00,ACA0857,176,509,Security
2024-03-14 19:21:00,ACA0062,171,390,Security
2024-03-14 19:25:00,JZA0722,164A,94,Security
2024-03-14 19:36:00,ACA0965,168,197,Security
2024-03-14 19:37:00,THY0017,177,467,Security
2024-03-14 19:40:00,UAL3504,166B,86,Security
2024-03-14 19:59:00,JZA0995,164B,101,Security
2024-03-14 20:03:00,ACA0936,163,217,Security
2024-03-14 20:31:00,ACA0843,170,394,Security
2024-03-14 20:35:00,ACA0931,174,527,Security
2024-03-14 21:05:00,ROU1700,165,247,Security
2024-03-14 21:13:00,ROU1833,168,228,Security
2024-03-14 21:17:00,EVA0036,173,418,Security
2024-03-14 21:23:00,ROU1879,161,167,Security
2024-03-14 21:27:00,ROU1872,167,222,Security
2024-03-14 21:30:00,LOT0045,180,392,Security
2024-03-14 21:35:00,JZA0997,162,101,Security
2024-03-14 21:46:00,ACA1339,163,140,Security
2024-03-14 21:48:00,UAL3434,164A,90,Security
2024-03-14 21:50:00,ACA0859,179,509,Security
2024-03-14 21:55:00,ACA0967,176,392,Security
2024-03-14 22:14:00,AVA0204,181,228,Security
2024-03-14 22:47:00,ACA2091,177,303,Security
2024-03-14 23:19:00,ACA0788,169,328,Security
2024-03-14 23:29:00,UAL3525,166B,98,Security
2024-03-15 00:04:00,ACA1029,161,393,Security
2024-03-15 00:09:00,UAL3505,164B,91,Security
2024-03-15 00:15:00,ROU1633,176,180,Security
2024-03-15 00:19:00,ACA0792,175,250,Security
2024-03-15 00:31:00,ACA1205,171,323,Security
2024-03-15 00:33:00,ACA1091,165,393,Security
2024-03-15 00:59:00,CMP0470,180,199,Security
2024-03-15 01:38:00,ROU1755,174,254,Security
2024-03-15 01:44:00,ROU1813,178,249,Security
2024-03-15 02:08:00,ROU1669,181,0,Security
2024-03-15 06:31:00,ACA0043,172,397,Security
2024-03-15 06:57:00,ACA1280,161,390,Security
2024-03-15 07:09:00,ACA0992,168,218,Security
2024-03-15 07:10:00,MSR0995,173,422,Security
2024-03-15 07:52:00,JZA0873,164A,98,Security
2024-03-15 07:55:00,ACA0794,177,394,Security
2024-03-15 07:56:00,ACA0057,176,525,Security
2024-03-15 08:02:00,JZA0541,160,99,Security
2024-03-15 08:44:00,AIC0187,171,450,Security
2024-03-15 08:53:00,ETH0552,179,430,Security
2024-03-15 09:01:00,JZA0983,164A,101,Security
2024-03-15 09:37:00,UAL3522,166B,86,Security
2024-03-15 09:49:00,UAE0241,173,647,Security
2024-03-15 10:02:00,UAL5450,160,101,Security
2024-03-15 10:19:00,ROU1621,161,259,Security
2024-03-15 10:38:00,ROU1663,167,240,Security
